Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_26_294.jpg;-9.066091;1;0;3.586367;52.42893;94.35179;0.8471735;345.2622;359.5244
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_26_335.jpg;-10.87921;1;0;3.610158;52.56707;94.31142;0.7846105;344.2834;359.4705
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_26_415.jpg;-14.41227;1;0;3.656027;52.84119;94.2207;0.569066;341.7484;359.2863
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_26_495.jpg;-13.24397;1;0;3.698703;53.11161;94.11635;0.2338409;338.826;359.0109
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_26_574.jpg;-9.617351;1;0;3.745712;53.38154;94.00134;359.8974;336.459;358.7611
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_26_656.jpg;-6.028148;1;0;3.782288;53.6587;93.87863;359.9494;335.0094;358.8109
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_26_696.jpg;-4.146928;1;0;3.797674;53.79872;93.81448;0.03278384;334.468;358.929
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_26_776.jpg;-0.5629172;1;0;3.859333;54.08004;93.67948;0.2044315;333.7666;359.1276
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_26_817.jpg;-2.374118;1;0;3.884832;54.22148;93.60934;0.3083898;333.5335;359.1988
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_26_897.jpg;-2.502406;1;0;3.932975;54.5054;93.46457;0.5211397;332.8961;359.3162
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_26_975.jpg;0;1;0;3.982831;54.79266;93.31781;0.7208218;332.6085;359.4972
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_27_016.jpg;0;1;0;4.007712;54.93764;93.24343;0.8275857;332.5699;359.593
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_27_096.jpg;0;1;0;4.05702;55.23043;93.09278;1.066466;332.5686;359.7781
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_27_175.jpg;0;1;0;4.105492;55.52707;92.94029;1.324887;332.6065;359.9651
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_27_216.jpg;0;1;0;4.129749;55.67617;92.86257;1.44782;332.6008;-0.001166787
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_27_295.jpg;0;1;0;4.178967;55.97365;92.70633;1.494309;332.5824;-0.002741065
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_27_338.jpg;0;1;0;4.2098;56.12291;92.62799;1.453658;332.574;-0.00136605
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_27_412.jpg;0;1;0;4.259515;56.42442;92.46966;1.401708;332.5412;-0.001186193
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_27_492.jpg;0;1;0;4.307745;56.72987;92.30917;1.387296;332.5033;-0.001193338
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_27_532.jpg;0;1;0;4.331787;56.88403;92.22812;1.391878;332.484;-0.001213624
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_27_611.jpg;0;1;0;4.379745;57.19512;92.06438;1.419924;332.4454;-0.001262478
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_27_656.jpg;0;1;0;4.403665;57.35202;91.9817;1.441527;332.426;-0.001303484
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_27_737.jpg;0;1;0;4.451404;57.66835;91.81477;1.491129;332.3856;-0.001849633
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_27_777.jpg;0;1;0;4.474885;57.82754;91.73064;1.501282;332.3643;-0.001829518
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_27_856.jpg;0;1;0;4.525198;58.14769;91.56124;1.471941;332.3226;-0.001322184
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_27_935.jpg;1.779295;1;0;4.572579;58.4715;91.38998;1.460308;332.3476;-0.001801834
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_27_977.jpg;3.593951;1;0;4.596056;58.63516;91.30443;1.461881;332.514;-0.00250568
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_28_056.jpg;7.166434;1;0;4.642064;58.96658;91.13607;1.445183;333.3263;0.03974487
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_28_131.jpg;3.701621;1;0;4.688909;59.30243;90.97064;1.367654;334.2979;0.09503409
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_28_173.jpg;1.905718;1;0;4.712688;59.47194;90.88837;1.317685;334.629;0.1230013
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_28_213.jpg;0.02983689;1;0;4.736403;59.6426;90.80604;1.274309;334.8071;0.1549155
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_28_254.jpg;0;1;0;4.760103;59.81424;90.72353;1.233168;334.8853;0.1805283
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_28_335.jpg;0;1;0;4.805795;60.16068;90.55788;1.171792;334.9137;0.2187288
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_28_377.jpg;0;1;0;4.829261;60.33549;90.47459;1.155084;334.9012;0.2303909
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_28_454.jpg;0;1;0;4.874755;60.68805;90.30672;1.15023;334.8568;0.2329973
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_28_495.jpg;0;1;0;4.897405;60.86575;90.22208;1.161108;334.8303;0.2232761
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_28_572.jpg;0;1;0;4.94251;61.2239;90.0513;1.206355;334.7733;0.1831188
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_28_652.jpg;1.791026;1;0;4.987367;61.58578;89.87893;1.27743;334.7773;0.1275691
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_28_732.jpg;1.828863;1;0;5.00895;61.9504;89.708;1.372477;335.1006;0.09804117
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_28_811.jpg;0;1;0;5.000433;62.31466;89.53624;1.461895;335.2391;0.008621437
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_28_893.jpg;0;1;0;4.992403;62.67894;89.3671;1.490218;335.299;-0.003878565
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_28_972.jpg;0;1;0;5.016009;63.04277;89.19865;1.480086;335.3012;-0.005689311
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_29_051.jpg;0;1;0;4.972088;63.40462;89.03069;1.373228;335.286;-0.001536327
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_29_094.jpg;0;1;0;5.0132;63.58602;88.9463;1.342128;335.2653;-0.001344689
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_29_138.jpg;0;1;0;5.01397;63.76759;88.86177;1.322707;335.244;-0.001347027
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_29_212.jpg;0;1;0;5.024011;64.13069;88.69251;1.30544;335.2032;-0.001372744
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_29_252.jpg;0;1;0;5.014986;64.31255;88.60764;1.312419;335.1817;-0.00129797
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_29_332.jpg;0;1;0;5.00513;64.67638;88.43764;1.344425;335.1359;-0.001166362
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_29_412.jpg;0;1;0;5.014312;65.04106;88.26922;1.357119;335.1791;0.1116394
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_29_452.jpg;0;1;0;5.019777;65.22285;88.18349;1.363729;335.1785;0.075382
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_29_492.jpg;0;1;0;5.035206;65.40307;88.09839;1.328281;335.1871;0.01457559
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_29_572.jpg;0;1;0;5.008439;65.76644;87.92944;1.316022;335.1203;-0.00232768
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_29_613.jpg;0;1;0;5.000888;65.94855;87.84556;1.316506;335.1519;0.02404397
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_29_692.jpg;0;1;0;5.014138;66.3128;87.67591;1.351976;335.1502;-0.003409534
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_29_732.jpg;0;1;0;5.01757;66.49582;87.59103;1.397454;335.1801;-0.002333043
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_29_814.jpg;0;1;0;5.010955;66.8601;87.42155;1.462592;335.1235;-0.002303378
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_29_893.jpg;0;1;0;5.006313;67.22409;87.25142;1.49601;335.1011;-0.00471225
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_29_932.jpg;0;1;0;5.005159;67.40491;87.16673;1.451149;335.0875;-0.001826968
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_30_012.jpg;0;1;0;5.013683;67.76735;86.99653;1.402225;335.0436;-0.001433435
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_30_093.jpg;0;1;0;5.017504;68.13023;86.82575;1.388794;335.002;-0.001579625
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_30_172.jpg;0;1;0;5.01548;68.49294;86.65475;1.394866;334.9476;-0.00137082
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_30_212.jpg;0;1;0;5.008934;68.67452;86.569;1.409322;334.924;-0.001321668
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_30_292.jpg;0;1;0;4.999712;69.03757;86.39728;1.447312;334.8633;-0.0006691985
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_30_372.jpg;0;1;0;5.013969;69.40103;86.22491;1.503998;334.82;-0.001673386
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_30_452.jpg;0;1;0;5.016298;69.76319;86.05267;1.497937;334.8035;-0.003549709
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_30_533.jpg;0;1;0;4.990345;70.12527;85.88029;1.492199;334.8738;-0.0009940228
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_30_613.jpg;0;1;0;5.016971;70.48805;85.70777;1.513355;334.7834;0.0001152463
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_30_655.jpg;0;1;0;5.023874;70.66903;85.62173;1.519939;334.8733;-0.001796438
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_30_735.jpg;0;1;0;5.034104;71.02892;85.45063;1.389893;334.8278;-0.001127046
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_30_776.jpg;0;1;0;5.008434;71.20945;85.36478;1.350312;334.8027;-0.001235273
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_30_855.jpg;0;1;0;5.00858;71.5709;85.19278;1.305046;334.7514;-0.00100622
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_30_895.jpg;0;1;0;5.004408;71.75173;85.10665;1.295971;334.7162;-0.0005523194
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_30_937.jpg;0;1;0;4.994374;71.93295;85.02025;1.2994;334.6954;-0.001427503
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_31_017.jpg;0;1;0;5.016674;72.29549;84.84712;1.329;334.66;-0.001698399
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_31_096.jpg;0;1;0;5.016446;72.65783;84.67373;1.372056;334.5979;-0.001388421
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_31_177.jpg;3.576769;1;0;5.004905;73.02107;84.50122;1.434277;334.8007;-0.002147273
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_31_254.jpg;3.788359;1;0;5.014447;73.38634;84.33204;1.502871;335.4374;0.02655365
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_31_336.jpg;0.2150262;1;0;5.02382;73.75037;84.16425;1.493181;335.8405;-0.00258002
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_31_415.jpg;0;1;0;5.009152;74.11559;83.9977;1.506402;335.9115;-0.0009544218
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_31_456.jpg;0;1;0;5.006261;74.29833;83.91463;1.518001;335.8991;-0.0008090209
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_31_534.jpg;0;1;0;5.006958;74.66283;83.7492;1.465303;335.6524;0.005969296
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_31_574.jpg;1.931102;1;0;5.000395;74.84468;83.66721;1.428229;335.6296;0.01115252
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_31_654.jpg;5.515039;1;0;5.019725;75.21149;83.5034;1.432566;336.0992;0.004430389
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_31_695.jpg;3.676385;1;0;5.028028;75.39455;83.42285;1.427744;336.3123;0.0174502
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_31_774.jpg;0.1138231;1;0;5.007937;75.76216;83.2612;1.456672;336.6749;0.0276261
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_31_853.jpg;0;1;0;4.994479;76.13004;83.09949;1.493639;336.7173;0.01384144
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_31_894.jpg;0;1;0;5.016518;76.31415;83.0187;1.516419;336.7109;-0.0004636013
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_31_935.jpg;0;1;0;5.02169;76.49793;82.93838;1.5256;336.659;-0.001622959
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_015.jpg;0;1;0;5.034276;76.86278;82.77888;1.378352;336.6122;-0.001202461
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_055.jpg;0;1;0;5.008305;77.0458;82.69879;1.331841;336.589;-0.001263606
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_134.jpg;3.598181;1;0;5.008849;77.4129;82.53971;1.275976;336.7853;0.001308039
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_174.jpg;5.353053;1;0;5.005007;77.59725;82.4618;1.259812;337.0684;0.02692519
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_214.jpg;7.153853;1;0;4.995305;77.7826;82.38532;1.250582;337.5314;0.07844276
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_254.jpg;8.967178;1;0;5.014452;77.96877;82.31108;1.243736;338.1678;0.170258
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_295.jpg;7.156994;1;0;5.017693;78.15482;82.23804;1.212945;338.7983;0.2570928
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_335.jpg;5.336721;1;0;5.016225;78.34093;82.16548;1.14148;339.4495;0.294048
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_411.jpg;1.74024;1;0;4.997766;78.71181;82.02609;0.9584763;340.1978;0.4205136
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_452.jpg;0.08101154;1;0;5.01266;78.89845;81.95689;0.8761835;340.3907;0.4623779
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_529.jpg;0;1;0;5.012318;79.27293;81.8201;0.743736;340.5258;0.5362448
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_572.jpg;0;1;0;5.011672;79.46091;81.75226;0.7069808;340.5378;0.5716885
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_612.jpg;0;1;0;5.00842;79.64919;81.68462;0.6865565;340.5307;0.6012608
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_692.jpg;0;1;0;4.994875;80.0266;81.54896;0.6859102;340.4983;0.6101286
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_773.jpg;0;1;0;5.028285;80.40424;81.41318;0.7263336;340.4185;0.56681
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_813.jpg;0;1;0;5.011151;80.5935;81.34507;0.7684553;340.3929;0.5276181
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_852.jpg;0;1;0;5.000162;80.78282;81.27691;0.8203129;340.347;0.4808794
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_32_930.jpg;0;1;0;5.015902;81.16251;81.13979;0.964705;340.3108;0.359182
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_33_009.jpg;0;1;0;5.015704;81.542;81.00224;1.130334;340.2348;0.2152309
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_33_051.jpg;0;1;0;5.005157;81.73196;80.9332;1.22545;340.2017;0.1371309
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_33_130.jpg;0;1;0;5.015155;82.11236;80.79487;1.423598;340.1553;-0.003294395
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_33_170.jpg;0;1;0;5.019666;82.3028;80.72668;1.516119;340.1649;359.9939
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_33_249.jpg;1.738706;1;0;5.019027;82.67925;80.59144;1.454905;340.2286;-0.003753224
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_33_290.jpg;3.540282;1;0;5.006155;82.86719;80.52418;1.419507;340.4871;359.9919
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_33_331.jpg;5.347899;1;0;4.980965;83.05629;80.45785;1.404455;340.7725;0.003666725
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_33_411.jpg;1.745542;1;0;5.018085;83.43547;80.32687;1.395101;341.2841;0.04726008
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_33_489.jpg;0;1;0;5.011802;83.81416;80.19676;1.39007;341.5419;0.08377866
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_33_569.jpg;0;1;0;5.00349;84.19342;80.06641;1.379001;341.5829;0.06369813
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_33_609.jpg;0;1;0;5.011911;84.3829;80.00151;1.364403;341.6915;0.03378742
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_33_650.jpg;0;1;0;5.012687;84.57182;79.93697;1.337727;341.7417;0.006313242
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_33_733.jpg;0;1;0;5.001929;84.95016;79.80832;1.269021;341.7494;359.9853
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_33_813.jpg;0;1;0;5.006137;85.32943;79.67966;1.236593;341.721;359.9858
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_33_853.jpg;0;1;0;5.015266;85.51928;79.61518;1.236209;341.722;359.9851
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_33_933.jpg;0;1;0;5.014431;85.8993;79.48599;1.253724;341.6875;359.985
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_012.jpg;0;1;0;5.013813;86.27965;79.35648;1.294524;341.6536;359.9846
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_052.jpg;0;1;0;5.008404;86.46987;79.29163;1.319597;341.6238;359.9849
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_093.jpg;0;1;0;5.013309;86.66018;79.22665;1.350773;341.6196;359.9841
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_170.jpg;0;1;0;5.012888;87.04079;79.09653;1.415525;341.5851;359.9834
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_210.jpg;0;1;0;5.009222;87.23106;79.03138;1.447793;341.5563;359.9835
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_251.jpg;0;1;0;5.012576;87.42136;78.96613;1.482948;341.5495;359.9827
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_330.jpg;0;1;0;5.012298;87.80036;78.83562;1.48632;341.1863;-0.000314935
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_373.jpg;0;1;0;5.051611;87.99049;78.76978;1.52557;341.1426;-0.0005221075
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_452.jpg;0;1;0;5.009398;88.36798;78.63894;1.443807;341.0793;-0.001183012
C:\Users\OZKANB\RoboND-Python-StarterKit\Udacity_Robotics_Project1\IMG\robocam_2017_09_05_15_03_34_492.jpg;0;1;0;4.975945;88.55682;78.57333;1.405845;341.054;-0.001476726
